"Author, Last","Author, First",Title,Publisher,Date ,Size,Information; Notes ; Condition,Edition/Printrun,ISBN,"Author, Editor",Contributors,Signed/Inscribed,Designer,Summary,W3  Artist,W3 Publisher,Collection Grouping,"Subject classification, tags",Classification,BISAC classification,Dewey Decimal Classification (DDC),Location,Accession No,Price,Image
Barbieri,Olivo,Site Specific (site specific_03 13),Aperture,2013,10 x 0.9 x 13.6 inches,"Hardcover, 184 pages",NA,978-1597112291,NA,NA,,,"Site Specific is a summary of Italian photographer Olivo Barbieri’s ten-year project to record the world’s cities in aerial photographs. On the one hand, the book offers remarkable documentation, by one of today’s most thrilling image-makers, of 25 cities throughout the world. On the other, it is a narrative of Barbieri’s ever-evolving approach to photography and his thoughts about the nature of the medium. Presented chronologically, the book begins with the distinctive tilt-shift photographs of Italian cities with which Barbieri first established his reputation, and which launched a popular stylistic movement for selective-focus photographs. As the series continued, with portrayals of cities all over the world, Barbieri introduced other devices and approaches to distort perceived reality—such as playing with color, registration and the deletion or discoloring of particular details—to dramatic effect. The result is a remarkable photo essay about twenty-first-century urban space and about photography itself. Stunningly designed and presented in a luxuriously large format, the book is introduced by Christopher Phillips.",http://www.olivobarbieri.it,https://aperture.org,Individual Photographer Monographs,"landscape photography, Olivo Barbieri, Photography, Still Life Photography",Individual Photographer Monographs,,,"Hudson Street Library, NYC",,$35.00,/assets/images/books/Barbieri_Site_Specific_site_specific_03_13_9781597112291.jpg
Barker,Mandy,Beyond Drifting: Imperfectly Known Animals,Overlapse,2017,9.76 x 0.79 x 7.24 inches,"104 pages, Hardcover, 104 pp., 59 color and numerous additional illustrations",Out of Print,978-0994791917,,Designed by Mandy Barker + Tiffany Jones,Signed,Mandy Barker + Tiffany Jones,"Beyond Drifting: Imperfectly Known Animals is an astounding piece of work, one in which Barker takes the most humdrum of things – plastic detrius – inserts it into an intriguing, multilayered historical narrative, lends its physical form a gossamer, airy beauty, and presents the whole to us in the form of a book. Not just any book, but a replica of an old science publication from the 1800s, including mould-spotted pages, a library lending form and specimen labels.” – Lucy Davies, V&A Magazine May 2017 Now, 170 years after Atkins, another British woman has produced an important photobook that echoes Victorian-era science even as it exposes a contemporary environmental crisis. Mandy Barker’s Beyond Drifting: Imperfectly Known Animals similarly occupies that liminal space where art and science converge, and its impeccable presentation exemplifies how book design can extend content. – Laura M. André, review on Photo-eye “Mandy Barker’s work on plastic has been developing for some time. In its latest advance, she looks at micro-particles of plastic as a species of a lunatic plankton, floating about the sea, and she has included a rather wonderful pastiche book of old-fashioned science as a way of getting us into her subject.” – Francis Hodgson, Photography critic “Her images could be mistaken for Victorian glass-plate photographs; in fact they are ornate, long-exposure studies of the plastic debris that pollutes beaches in and around Cobh in Cork Harbour, Ireland.” – Tom Seymour, British Journal of Photography “Beyond Drifting is a clever critique of a massive environmental problem – and, in focusing in on one small area of Ireland in particular, Barker highlights a global issue.” – Mark Sinclair, Creative Review",https://www.mandy-barker.com,https://www.overlapse.com/,Individual Photographer Monographs,Nature,Individual Photographer Monographs,,,"Hudson Street Library, NYC",,$500.00,/assets/images/books/Barker_Beyond_Drifting_Imperfectly_Known_Animals_9780994791917.jpg
Barney,Matthew,ADAC,Dashwood Books,2013,,"Softcover, 40 pages",Edition 300,NA,"Matthew Barney, Brandon Stosuy (Eds.)",,,,"ADAC is a collaborative book by Matthew Barney and Brandon Stosuy commemorating the lives of NFL/Oakland Raiders legend Al Davis, who died on October 8, 2011, and Seth Putnam, vocalist of the grindcore band Anal Cunt, who died on June 11, 2011. Published by Dashwood Books",,http://dstrettell.com/,Photography,"memorial, NFL, ""hardcore music""",Collaborative Photography Book,,,Clipper,,$75.00,
Barron,Jean Montgomery,Scene,powerHouse Book,2013,9.27 x 0.8 x 11.78 inches,"Hardcover, 136 pages",,978-1576876244,,,,,,,,,celebrity photography,,,,,,$10.00,/assets/images/books/Barron_Scene_9781576876244.jpg
Basquiat,Jean-Michael,Jean-Michael Basquiat,CH,,,,,,,,,,,,,,Art,,,,,,,
Basquiat,Jean-Michael,Basquiat,Hatje Cantz,,,,,,,,,,,,https://www.hatjecantz.de/,,Art,,,,,,,
Basquiat,Jean-Michael,Words Are All We Have Paintings by Jean-Michel Basquiat,Hatje Cantz,2016,10.43 x 0.79 x 12.2 inches,"Hardcover, 208 pages. New, sealed",,978-3775741842,Dieter Buchhart (Editor),,,,"Language in the art of Jean-Michel Basquiat, from graffiti to word as motif In the wild New York of the 1980s, Jean-Michel Basquiat was the first African-American artist to receive art-world attention. The complexity and trailblazing innovative power of his paintings has been widely discussed, but this book focuses on the treatment of language in Basquiat’s ouevre. With its complex structures, spontaneous rhythms and sampled, collage-like manifestations, his work was drawn into the orbit of the Beat Generation poets and the protagonists of the musical avant-garde. The multitalented Basquiat created a shimmering, syncopated fabric of images and text, which the American curator and critic Robert Storr aptly called “eye rap.” It was with this unpretentious and spontaneous way of working that Basquiat rewrote art history.",,https://www.hatjecantz.de/,Street Art,Art,Individual Artist Monographs,,,Clipper,,$180.00,/assets/images/books/Basquiat_Words_Are_All_We_Have_Paintings_by_Jean-Michel_Basquiat_9783775741842.jpg
Basquiat,Jean-Michael,Jean-Michael Basquiat,Hatje Cantz,,,,,,,,,,,,https://www.hatjecantz.de/,,Art,,,,,,,
Basquiat,Jean-Michael,Jean-Michael Basquiat,Taschen,,,,,,Leonard Emmerling,,,,,,,,Art,,,,,,,
Basquiat,Jean-Michael,The Notebooks,Princeton University Press,2015,7.6 x 0.8 x 9.7 inches,"Hardcover – Illustrated, 304 pages",,978-0691167893,Larry Warsh (Editor),,,,"facsimile edition of the artist's fascinating working notebooks Brooklyn-born Jean-Michel Basquiat (1960-88) was one of the most important artists of the 1980s. A key figure in the New York art scene, he inventively explored the interplay between words and images throughout his career, first as a member of SAMO, a graffiti group active on the Lower East Side in the late 1970s, and then as a painter acclaimed for his unmistakable Neoexpressionist style. From 1980 to 1987, he filled numerous working notebooks with drawings and handwritten texts. This facsimile edition reproduces the pages of eight of these fascinating and rarely seen notebooks for the first time.The notebooks are filled with images and words that recur in Basquiat's paintings and other works. Iconic drawings and pictograms of crowns, teepees, and hatch-marked hearts share space with handwritten texts, including notes, observations, and poems that often touch on culture, race, class, and life in New York. Like his other work, the notebooks vividly demonstrate Basquiat’s deep interests in comic, street, and pop art, hip-hop, politics, and the ephemera of urban life. They also provide an intimate look at the working process of one of the most creative forces in contemporary American art.",,,,Art,Individual Artists' Books,,,,,$25.00,/assets/images/books/Basquiat_The_Notebooks_9780691167893.jpg
Baum,Erica,The Naked Eye,Bureau New York,2015,,58 pages,,978-2954136943,,,,,,,,,New York City,,,,,,,/assets/images/books/Baum_The_Naked_Eye_9782954136943.jpg
"Beckman; Sam Falls, Andreas",Janette,Dashwood Book Series (LTD EDITION - VOL 1),Dashwood,2011,,,Condition: As new in sturdy slipcase stamped with names of artists and their projects. # /20 softcover in slipcase 20 copies,,,,,,"Janette Beckman, Sam Falls, Andreas Laszlo Konrath, Jim Mangan, Ari Marcopoulos, Betty Tompkins & Archive of Modern Conflict",,https://dstrettell.com/,,,,,,"Hudson Street Library, NYC",,,
Bellini,Mario,That's Punk,,,,,,,,,,,,,,,,,,,,,,
Bellmer,Hans,Hans Bellmer,Hatje Cantz,2006,,"Hardcover, 280 pages",,978-3775717946,"Agnès de la Beaumelle (Author), Alain Sayag (Author), Wieland Schmied (Author), Michael Semff (Editor), Anthony Spira (Editor)",,,,"The Surrealists' fascination with dolls and machines that resembled humans is especially evident in the work of Hans Bellmer (1902-1975), the subject of this comprehensive monograph. Rejecting the Nazis' Aryan ideals, the artist spent the years after 1933 creating disturbing dolls out of wax, wood, flax, plaster and glue--equipped with wigs and glass eyes. Photographs of these fetishistic simulacra were published in Minotaure, the Surrealists' magazine, and eagerly supported by members of Andre Breton's circle. After immigrating to Paris, Bellmer continued to develop his erotic obsessions through his art, now influenced by the writings of the Marquis de Sade and Georges Bataille, and began to collaborate with his companion, the German artist Unica Zurn. Deeply involved in Freudian discourse, his drawings, lithographs and photographs investigate psychoanalytic theories around hysteria and transference and reveal a singular exploration into the relationship between language and the body.",https://www.hatjecantz.de/,https://www.hatjecantz.de/,,,Individual Artist Monographs,,,,,$150.00,/assets/images/books/Bellmer_Hans_Bellmer_9783775717946.jpg
Bendiksen,Jonas,The Book of Veles,GOST Books,2021,6.5 x 0.75 x 8.5 inches,"Hardcover, 146 pages",First,978-1910401613,,,,,"Photographs of contemporary Veles are intertwined with fragments from an archaeological discovery also called ‘the Book of Veles’ ― a cryptic collection of 40 ‘ancient’ wooden boards discovered in Russia in 1919, written in a proto-Slavic language. It was claimed to be a history of the Slavic people and the god Veles himself―the pre-Christian Slavic god of mischief, chaos and deception",https://www.jonasbendiksen.com/,https://gostbooks.com,,"disinformation, information, propaganda, nationstatehacker",,,,"Hudson Street Library, NYC",,,/assets/images/books/Bendiksen_The_Book_of_Veles_9781910401613.jpg
Berlin,Bridget,Polaroids,Reel Art Press; Pck Har/Cr edition,2015,9.37 x 0.86 x 11.08 inches,"Hardcover, 208 pages",,978-1909526242,"by Dagon James (Editor), Vincent Fremont (Editor), Anastasia Rygle (Editor), Brigid Berlin (Photographer), Bob Colacello (Introduction), John Waters",,,,"Brigid Berlin (born 1939) was one of the most prominent and colorful members of Andy Warhol’s Factory in the 1960s and 1970s. Her legendary personal collection of Polaroids is collected here for the first time and constitutes an intimate, beautiful, artistic, outrageous insight into this iconic period. This wild photographic odyssey featured a foreword by cult filmmaker John Waters, who writes, “Brigid was always my favorite underground movie star; big, often naked, and ornery as hell ... The Polaroids here show just how wide Brigid’s world was; her access was amazing. She was never a groupie, always an insider.” Berlin knew everyone and her lens captured them all: celebrities, Superstars, artists, herself and, of course, Warhol. As Waters observes, through her snaps, “Andy was uncovered and revealed like never before.” The book also features an introduction by Bob Colacello, editor of Warhol’s Interview magazine and features writer for Vanity Fair, who notes: “In recording life, she captured our times. By myopically depicting her own transgressions and self- indulgences, she has prophetically reflected the narcissism and exhibitionism, the craving for fame and confusing of fame and infamy that have become the staples of American popular culture.” In discussing her style, he reflects, “This is the opposite of fashion photography or studio portraiture. Brigid was a realist. What she saw is7",,,Individual Photographer Monographs,"nyc, art,",Individual Photographer Monographs,,,"Hudson Street Library, NYC",,$35.00,/assets/images/books/Berlin_Polaroids_9781909526242.jpg
